a0,a1,a2,a3,a4,a5,a6,a7,a8,labels
380,90.0,7,198.9763669887589,15,4,0.47658357542381985,41,8,4.0
466,128.0,2,89.71885042774132,17,8,0.7939560551903356,42,8,3.0
396,90.0,4,85.71518598677409,3,5,0.9397913125360984,39,6,4.0
221,83.0,6,173.67628934560693,10,2,0.5059588943267163,29,6,3.0
293,97.0,2,239.34406590712504,11,6,0.12454288760509014,58,5,3.0
720,88.0,8,229.97219224723838,12,9,0.3329821492562087,80,6,4.0
477,91.0,4,53.957617319773846,17,4,0.3029309172549328,91,5,3.0
724,68.0,2,225.0791044408282,0,5,0.41003160358797924,34,4,3.0
992,67.0,3,154.10541550566276,14,2,0.4004765663359044,64,3,5.0
941,131.0,6,180.79708104452186,14,4,0.3439294034781429,64,2,5.0
185,78.0,1,201.13072948070524,18,6,0.4457098379330376,77,5,3.0
802,101.0,1,147.04117047205045,6,7,0.09131769698911144,100,8,3.0
998,132.0,7,68.91606400422911,13,4,0.9616934141529346,93,1,5.0
898,62.0,2,284.34835373636815,10,5,0.709191972290899,58,2,5.0
272,117.0,3,120.31861588833156,3,4,0.6006526289851953,29,8,3.0
792,122.0,5,228.37110759274321,19,7,0.16515046204846834,86,8,4.0
263,91.0,1,99.5521094628226,10,10,0.5186766193755149,72,7,3.0
686,114.0,5,296.9400320796119,3,9,0.7637855839853831,22,6,4.0
467,111.0,3,16.874342705103164,5,9,0.6791332854180904,51,7,3.0
794,88.0,1,232.27031471554153,15,5,0.450627633173727,30,8,4.0
846,105.0,5,181.61656340274544,17,2,0.7596227817653993,16,2,5.0
857,133.0,5,197.60887983958358,12,2,0.8089286380414146,92,8,5.0
452,108.0,2,92.9115327472582,4,1,0.4753816208457067,16,6,3.0
406,70.0,7,53.92703047192309,4,1,0.31097567106186236,68,8,3.0
869,74.0,8,220.6511735724059,2,10,0.9736233072503365,88,4,5.0
503,82.0,6,19.66741667709012,15,8,0.6793540815065034,86,4,4.0
88,126.0,3,261.5744002530157,17,7,0.6408801217515797,74,1,3.0
422,88.0,1,200.37016560802317,13,5,0.6645537695096616,86,4,3.0
166,102.0,5,200.46729705512078,16,1,0.7262151900289873,40,7,3.0
245,76.0,7,25.76625294041471,13,10,0.4038021162932563,34,4,3.0
828,95.0,1,284.1986563564975,16,9,0.32592450161798175,63,1,4.0
747,71.0,2,98.54411223508671,15,9,0.7559576339156613,27,8,4.0
575,101.0,7,118.03234847147154,1,9,0.9700733735792925,97,4,4.0
548,95.0,2,228.78161852497743,20,2,0.804080900131434,74,8,4.0
66,91.0,5,176.24463380577276,4,8,0.4408110118172992,44,6,3.0
646,91.0,7,136.82919398602434,5,9,0.7030190342675936,91,7,4.0
948,82.0,8,95.10821676756034,3,9,0.5341062173824033,38,1,5.0
383,66.0,2,94.57650223582633,16,2,0.9471344269320354,68,7,3.0
942,79.0,5,268.1371450664828,12,10,0.0832041272524771,59,5,4.0
466,108.0,1,7.965498318011185,8,5,0.15612584004729047,50,4,2.0
112,81.0,8,211.61946993883052,16,2,0.5503694265596885,60,7,3.0
574,123.0,2,134.47707478129738,7,2,0.6636964748614187,32,8,4.0
244,79.0,2,120.59954372628766,0,7,0.8886165181759769,5,5,3.0
78,154.0,6,133.27425123421935,6,2,0.36154276361600046,65,3,3.0
14,107.0,4,10.796490655435123,20,3,0.26066220041075466,98,4,2.0
588,81.0,7,171.16508307226147,10,8,0.11142520771167581,71,5,3.0
142,82.0,6,119.45087261714941,20,4,0.2788021609423174,32,7,3.0
393,133.0,2,5.333383417967467,5,6,0.38050598612721376,24,8,3.0
188,94.0,2,141.9840354697641,19,6,0.7634005862571591,25,7,3.0
998,81.0,1,253.49937468970137,3,2,0.2465299629542848,12,5,4.0
91,138.0,6,10.461431833048394,0,6,0.8702140370839442,21,2,3.0
490,73.0,4,260.00946121614186,18,1,0.5254763165725437,28,4,4.0
734,81.0,2,106.1593988662371,20,5,0.04615237049015873,89,8,3.0
156,69.0,1,81.18408325501322,11,3,0.6836807704311129,88,6,3.0
111,117.0,8,130.4161626371757,15,3,0.8778019072196888,41,2,4.0
73,117.0,3,285.40661152583016,2,8,0.8755867360855369,100,2,2.0
430,104.0,4,17.435935730859587,6,4,0.49211059684159625,33,3,3.0
575,80.0,6,273.09884215803027,16,10,0.9660808807256855,34,1,5.0
323,64.0,6,108.67511259777028,6,6,0.29296701079219734,38,2,3.0
541,132.0,7,286.61000368543154,8,7,0.7838973447322698,8,7,4.0
961,90.0,6,209.67273394425968,4,8,0.83690534111228,59,6,5.0
444,117.0,1,255.2421324517721,13,5,0.06123840947898599,1,7,2.0
60,128.0,4,74.63080009954501,5,5,0.11644168318962497,55,1,2.0
716,84.0,1,211.40982334051472,6,3,0.8744578122580132,44,2,4.0
707,104.0,6,23.854989858623597,10,4,0.9740049773373833,63,7,5.0
983,98.0,2,65.28299671142248,4,6,0.09030714260236965,61,7,3.0
659,89.0,5,126.46283688600428,10,7,0.5999873598420619,33,6,4.0
827,74.0,1,160.0220716728305,20,5,0.29783505336455424,17,7,4.0
320,72.0,6,132.0458582078621,11,7,0.2776693117570749,87,3,3.0
440,68.0,8,60.97859869051629,6,3,0.7753024963343461,65,7,4.0
675,119.0,5,224.92787626472685,17,2,0.055040986650820786,80,6,3.0
697,99.0,3,239.0871982032669,0,9,0.749381014016467,20,3,4.0
837,67.0,1,120.29920705036838,19,5,0.14290775036315517,54,7,3.0
715,125.0,8,37.70756595444881,18,1,0.22239615046816832,3,1,4.0
607,104.0,5,37.65051651720058,3,1,0.5697656507303167,71,7,4.0
594,100.0,3,167.46429000015445,11,5,0.7081705214860554,21,7,4.0
811,76.0,4,249.15614856852906,2,4,0.2778365004099295,37,1,4.0
689,76.0,4,220.6386557363704,3,5,0.8524663373032689,36,6,4.0
310,90.0,3,111.8265774783925,12,2,0.6112524855307688,67,4,3.0
199,74.0,2,72.61499633642721,2,1,0.9502273093264013,82,3,2.0
89,65.0,3,190.29342937372465,7,7,0.8325811124014273,79,3,3.0
363,89.0,5,32.55404274201982,17,9,0.6591417805518528,44,1,4.0
637,109.0,4,205.74689799918653,11,5,0.05953780732118497,51,2,3.0
42,76.0,1,153.46297552776792,19,6,0.6472210055557173,62,1,2.0
10,102.0,4,195.22601756107932,1,7,0.5858110342540799,53,8,2.0
986,93.0,5,127.50259974021195,16,8,0.704780425925603,48,4,5.0
607,73.0,4,292.2667073228177,13,4,0.7557842084912365,32,4,4.0
707,103.0,3,224.92995291642347,19,10,0.6244558104784047,66,6,4.0
570,69.0,6,106.22845245294619,9,9,0.6348332326519012,24,6,4.0
922,90.0,8,111.34318925452664,12,10,0.9660299567001963,17,3,5.0
607,83.0,2,137.79520230876022,15,6,0.49763684455319135,77,3,4.0
388,124.0,3,20.676765673410173,1,3,0.1758243472270182,12,2,2.0
345,78.0,2,281.59652670783635,12,10,0.43060976207363233,12,8,3.0
657,100.0,6,185.88575630544113,7,7,0.08699361295856228,26,6,3.0
906,83.0,3,179.558965965634,9,9,0.7761912429055052,96,3,5.0
822,87.0,4,167.24911132002913,6,5,0.5895110473025671,33,3,4.0
791,93.0,3,197.20973311705177,0,7,0.32700689479848816,94,5,4.0
631,110.0,5,105.80977437640063,10,3,0.06361548650601581,83,5,3.0
165,83.0,5,216.3150897927735,7,7,0.03371306614704109,51,2,2.0
193,103.0,2,92.23051001497721,10,1,0.857258599788365,81,2,3.0
434,73.0,4,280.3402857039407,8,9,0.2962322463457711,87,1,3.0
263,107.0,6,216.92363605728605,7,6,0.2427338323383175,22,7,3.0
529,83.0,1,282.06609227905506,17,1,0.7312999657411258,4,2,4.0
126,67.0,5,70.38960813461446,11,4,0.054285348442850635,11,6,2.0
386,95.0,2,197.1456938073467,8,6,0.9242308325908691,72,2,3.0
459,77.0,6,193.38482982035742,17,10,0.5754203692488922,39,4,4.0
209,75.0,7,201.5592300338371,4,6,0.5027482272182177,35,2,3.0
525,130.0,8,290.45572942677603,16,6,0.40347162561009603,17,4,4.0
333,69.0,5,257.7917507947752,4,10,0.11984276062384877,9,5,3.0
682,67.0,7,252.83309579364655,16,1,0.946540592634263,43,6,5.0
362,88.0,3,91.1984053404266,6,6,0.19881531786422488,87,5,3.0
697,106.0,2,32.449423688614274,4,10,0.13785907630681862,84,7,3.0
419,90.0,1,81.44774235650581,18,5,0.8488253809213498,21,2,3.0
856,75.0,2,205.24361096237635,1,6,0.12896655870536153,8,7,3.0
992,77.0,7,105.48024068006967,11,1,0.015589004262215864,41,6,3.0
288,109.0,1,198.02916607927233,7,7,0.2710519655389577,95,6,2.0
601,71.0,1,42.27942665459251,19,4,0.9297769031451971,62,3,4.0
689,102.0,3,253.30377971919881,9,4,0.3961752771986538,54,6,4.0
394,102.0,5,253.2264831282644,14,10,0.45896305183689845,70,2,4.0
164,83.0,7,38.767772139533456,4,7,0.5208760816244334,90,6,3.0
297,116.0,4,120.2983769726872,16,5,0.04839274036534676,40,4,2.0
866,88.0,5,4.420967981129787,1,6,0.6906117897889434,61,2,4.0
382,79.0,8,60.878575483701624,3,7,0.7702226665596257,45,7,4.0
240,97.0,2,76.1961030783084,3,5,0.9730066952691425,54,2,3.0
279,88.0,3,51.98101766145044,9,6,0.09400426964388581,65,7,2.0
425,76.0,4,296.7206556019098,9,8,0.5029378366517375,90,1,3.0
410,81.0,2,224.6537071700081,9,2,0.24405118230572087,42,6,3.0
233,75.0,2,64.16729228036586,5,6,0.1854094898589842,73,7,2.0
373,75.0,3,46.810217061732374,14,3,0.629675181117254,91,5,3.0
214,106.0,1,198.39131385828043,17,5,0.5453757594982563,86,4,3.0
287,114.0,3,135.22566962945393,17,1,0.13327227178363246,46,5,3.0
291,99.0,5,29.617349672365645,17,9,0.6512998771557773,63,6,3.0
519,94.0,2,118.83799130924145,6,9,0.22413691907414118,3,5,3.0
164,116.0,5,101.94826835605254,12,1,0.6724388857700481,97,4,3.0
703,86.0,7,278.7196832350737,11,5,0.23342861046093996,79,7,4.0
176,80.0,7,250.11237606963613,16,10,0.24618411062798046,1,4,3.0
863,112.0,1,215.69136150826156,6,8,0.27785528766195716,94,8,4.0
181,100.0,1,205.29360845077784,5,7,0.434764727038388,62,1,2.0
993,113.0,5,163.20709910031977,8,2,0.7415844076766034,45,4,5.0
458,136.0,7,96.47616733507506,0,2,0.5542403982236639,5,3,3.0
309,79.0,2,100.21095744728528,19,9,0.8292293710314644,6,6,3.0
958,82.0,5,253.1727333202875,9,1,0.639894016093088,93,6,5.0
71,76.0,3,66.8340343954758,20,5,0.7534934560937085,33,2,3.0
290,111.0,6,25.02909162945321,16,10,0.07659109631943518,68,3,3.0
213,81.0,2,89.54078166623466,16,10,0.4751151387085113,30,7,3.0
954,91.0,6,289.9275909907812,16,4,0.9497383273448815,6,6,5.0
300,80.0,1,170.407151385977,1,4,0.314808750493075,79,5,2.0
327,89.0,1,21.302452141574644,9,10,0.6054465136741045,71,8,3.0
832,119.0,8,179.51621903720826,18,3,0.021173707192035096,81,3,3.0
28,114.0,4,177.81231099240537,0,6,0.842534081298266,35,4,2.0
766,101.0,5,64.96924502437295,4,1,0.18031824761617396,49,5,3.0
127,127.0,3,203.98787531024192,5,8,0.20159635875871962,35,7,2.0
232,72.0,3,103.27903851458156,5,2,0.9134198819583441,68,3,3.0
231,106.0,6,125.27357570714457,4,9,0.21765385453006017,12,1,3.0
518,84.0,7,140.1820208874259,9,9,0.185625888092151,53,6,3.0
316,112.0,7,186.3144020200885,7,3,0.8529372374220322,39,8,4.0
244,98.0,5,87.85011158101216,17,10,0.250265813693892,37,7,3.0
330,126.0,8,27.75028893121474,19,1,0.04411337542210392,62,6,2.0
100,63.0,1,258.64314825493966,14,1,0.3497256228059444,35,8,2.0
846,73.0,4,136.97891203135165,18,4,0.8161200568292406,97,8,5.0
345,79.0,8,121.12213238300956,17,9,0.05709117095854497,3,3,3.0
924,69.0,2,119.40268354259544,13,7,0.5654365371826364,68,1,4.0
448,91.0,4,121.67109096870823,6,3,0.7989918615954797,56,6,4.0
84,115.0,4,103.56456662714899,10,7,0.2085088157039632,31,3,2.0
729,136.0,1,101.89839817777796,2,9,0.3217367062849192,56,7,3.0
881,69.0,7,212.82901297339737,13,9,0.8407391535223983,8,1,5.0
806,107.0,3,86.29641041252283,6,6,0.20424406205072332,6,1,3.0
99,102.0,4,141.45524944511877,2,1,0.40423824629095156,79,8,2.0
770,74.0,6,12.995624984387673,12,9,0.9491579088094096,90,3,5.0
324,88.0,8,149.92883310728206,16,9,0.6337215175198869,56,4,4.0
937,96.0,1,47.288744071189555,19,7,0.6758722409050503,33,5,4.0
620,117.0,6,205.72565259994752,4,10,0.44232953219513665,80,2,4.0
93,94.0,8,116.9725064073946,20,6,0.029902598989161644,38,4,2.0
340,100.0,2,9.324322636056115,18,6,0.8424751427213848,39,5,3.0
229,113.0,6,27.61315412603382,4,9,0.1995634331254314,15,4,3.0
755,81.0,5,194.39193399098642,15,4,0.2442244502800177,45,8,4.0
822,130.0,6,167.09423149653048,2,8,0.9105338543101706,2,8,5.0
773,114.0,1,44.06228556599303,14,9,0.08809304650550936,73,1,3.0
838,73.0,8,142.9554191514486,0,7,0.4353657187840359,97,5,4.0
181,77.0,6,2.7896022213984564,20,2,0.9342677099991139,65,6,3.0
526,102.0,8,130.95796619439196,0,4,0.6796096827445407,29,8,4.0
829,79.0,6,210.58382475258716,18,7,0.6337233149707117,17,3,5.0
687,100.0,2,80.52772259761797,6,3,0.9449795009473189,66,1,4.0
432,66.0,1,186.8389709750223,5,6,0.9647773647375747,55,2,3.0
167,96.0,7,298.93303398215306,19,2,0.07011368115641976,69,6,3.0
540,72.0,2,211.20087257268256,3,7,0.03984519631308304,76,2,2.0
898,85.0,1,186.45464494017014,20,1,0.05953196539138978,67,3,3.0
491,102.0,7,7.694467005238922,3,1,0.5361761162857049,83,6,4.0
610,91.0,2,254.69501458604512,13,3,0.6047268110377693,48,2,4.0
123,98.0,6,192.92456420323148,12,4,0.4188121168243966,31,8,3.0
274,81.0,1,185.172712249896,3,2,0.5423338478029368,93,8,3.0
119,129.0,8,144.82012334510597,10,8,0.8990805381324937,35,5,3.0
603,104.0,5,38.173738019537716,10,4,0.9379506987675275,49,7,4.0
538,104.0,6,235.25902688120772,6,7,0.8757295217677318,27,5,4.0
148,85.0,7,262.5964533675813,4,4,0.09488480724012052,42,1,2.0
530,87.0,6,20.416782192667267,4,6,0.8341630931583893,37,2,4.0
510,88.0,2,272.3125429919271,0,1,0.8427862658060404,3,5,3.0
32,80.0,7,60.36859763077446,16,6,0.6446881746194957,29,5,3.0
483,75.0,2,264.75215555444584,16,1,0.33126881654721607,27,7,3.0
742,84.0,3,142.5377514605394,2,6,0.7576378562757474,2,1,4.0
537,74.0,4,261.3876271457735,13,2,0.7096991434694054,19,7,4.0
946,84.0,5,261.6266889044264,18,6,0.8379803117740164,79,6,5.0
397,128.0,4,9.074107070626837,0,9,0.27744366208455706,31,5,3.0
152,98.0,4,232.22095095083418,11,8,0.8471798559493376,17,6,3.0
388,125.0,8,287.09249434715036,1,2,0.6690473873403797,18,8,4.0
568,105.0,8,162.44734846005244,15,4,0.0682795444907242,89,6,3.0
353,116.0,2,263.009192706899,16,5,0.4129167391626212,21,7,3.0
963,92.0,6,101.52741221250531,8,9,0.16078058289969982,49,5,4.0
948,93.0,8,297.0772966365676,0,5,0.7864066201874597,53,8,5.0
505,103.0,1,214.10469457819053,18,10,0.06887218896310665,86,7,2.0
659,88.0,3,187.53514994328611,18,3,0.4960974971220092,2,7,4.0
446,79.0,7,157.02761134232054,4,3,0.9865463987015366,86,4,4.0
719,86.0,8,26.69846001103922,15,4,0.14154965140416664,58,2,4.0
296,105.0,5,293.65219823768666,0,5,0.7836575388727074,92,2,3.0
600,81.0,2,296.2290033792118,4,10,0.7185556936490277,46,5,4.0
215,119.0,7,181.65847391652264,9,1,0.8476610491426455,45,7,3.0
965,105.0,1,201.5961616945561,3,5,0.2137275532374028,40,3,4.0
645,84.0,8,200.2565843192605,4,9,0.21401062703455273,11,6,4.0
841,79.0,1,36.92138723919466,0,4,0.9033639418371789,19,3,4.0
241,104.0,2,132.2078188956389,4,1,0.28471035927046395,58,2,3.0
991,94.0,6,79.04870995307824,9,4,0.8393603200582027,15,4,5.0
327,110.0,7,102.8352189721996,17,5,0.99900676135034,49,3,4.0
411,78.0,8,25.119268546814336,5,3,0.5769890461979589,53,6,4.0
108,96.0,8,220.2980201664737,12,2,0.7382531318053648,53,4,4.0
562,87.0,4,282.723906813069,16,8,0.20728046721322035,12,3,3.0
211,102.0,7,201.19671751954198,4,9,0.17185349514434603,36,4,3.0
205,66.0,7,62.90013208558174,14,6,0.5617953622235737,21,4,3.0
567,70.0,3,50.599424628183286,2,7,0.4171190966255416,72,6,3.0
295,81.0,7,2.48375109595349,14,5,0.06456436749904408,49,1,3.0
449,95.0,2,60.27104913611147,14,10,0.2072439188310198,3,7,3.0
456,86.0,5,109.07479976632425,9,8,0.28491368280790424,84,4,3.0
24,106.0,4,8.20438507444691,14,7,0.5517835401076345,81,1,3.0
141,81.0,7,115.92755770064656,12,5,0.654604036916192,27,2,3.0
468,100.0,1,42.77377876263569,11,5,0.4490472221048609,72,6,3.0
398,120.0,3,276.86157703885016,19,3,0.5111756722893303,82,3,3.0
505,92.0,4,124.42170317740401,3,5,0.3089031285761718,68,6,3.0
574,97.0,6,44.78961497294803,19,2,0.21752241071739947,8,5,3.0
402,92.0,7,17.607394618470927,10,5,0.5567352126689822,3,7,4.0
694,77.0,2,283.64223777504196,5,6,0.8146339856717791,80,4,4.0
553,83.0,2,210.4292934915042,5,4,0.14420723598825752,10,2,3.0
916,116.0,3,2.8792397002538603,6,7,0.5609878092417163,18,3,4.0
954,89.0,3,59.567372672471976,17,7,0.19744353571490994,84,7,4.0
936,90.0,1,63.51692047723504,14,1,0.834915371035865,71,6,5.0
131,116.0,6,293.8407955973254,0,8,0.5421636108759909,25,6,3.0
668,102.0,7,143.45025800175281,17,10,0.1119818184370556,39,7,3.0
796,70.0,3,38.23795718772002,16,3,0.48069487106473313,92,3,4.0
618,87.0,1,162.2317633340498,0,6,0.4859129069273982,41,6,3.0
420,61.0,7,100.45747925693642,5,6,0.4121711289570275,46,3,3.0
317,97.0,8,282.73772528554576,0,8,0.8387216924110852,31,4,4.0
479,82.0,5,149.3696837269172,8,1,0.2919725064382093,5,5,3.0
995,74.0,6,70.69825215942065,19,3,0.4241678531726026,20,3,5.0
217,107.0,6,122.50626488835371,0,4,0.8995021231216678,9,2,3.0
715,63.0,3,116.73190656448716,3,10,0.6487995328369157,4,5,4.0
762,87.0,8,140.05006868482383,9,5,0.5346595251841334,24,7,5.0
523,73.0,5,114.98183182114737,13,6,0.6871604576735799,11,4,4.0
88,127.0,4,108.87730884189251,8,7,0.3498242918772401,4,2,2.0
644,84.0,2,35.26266002769862,1,9,0.5889995871732685,29,5,3.0
910,79.0,4,75.62010675003873,0,7,0.9120576825155267,4,1,4.0
311,104.0,7,177.93701349851,5,10,0.5309889450573932,72,2,3.0
783,127.0,4,206.796513491591,6,4,0.15351682432291133,43,4,3.0
548,68.0,2,184.00563326036806,16,6,0.031424276882362386,21,8,2.0
941,129.0,3,220.38264843848953,3,6,0.9917877231150516,57,5,5.0
399,69.0,6,33.57666591488142,14,9,0.732318793514911,61,8,4.0
963,83.0,5,205.09396127523502,10,7,0.8748110066885904,46,4,5.0
151,107.0,1,96.86765421463342,7,8,0.3732044195889558,97,1,2.0
300,93.0,3,55.80957246977129,3,10,0.402501742608595,31,7,3.0
690,71.0,7,280.1741635942947,13,7,0.05552170995009414,68,6,3.0
705,81.0,1,91.57234755907729,4,8,0.8073685381439221,76,2,4.0
433,115.0,7,173.92340203081986,11,10,0.6960888700813085,2,5,4.0
997,68.0,7,279.66019282201376,12,4,0.41946045315570935,100,1,5.0
254,80.0,3,72.58629509312769,5,2,0.6894459308123415,29,5,3.0
180,88.0,6,133.31534504148658,9,2,0.49184966172936156,6,8,3.0
147,86.0,6,58.351470123362354,18,4,0.9321656643012646,88,6,3.0
138,99.0,1,60.668359011856204,20,10,0.8941283721902891,67,1,3.0
172,103.0,3,128.57355093360349,13,4,0.6429551372205938,10,3,3.0
993,111.0,6,290.23587297638034,3,9,0.40587220525325407,80,5,5.0
826,86.0,8,293.7136401744092,11,3,0.41364575654773295,88,6,5.0
499,91.0,1,266.946079945408,5,6,0.2162036340474393,59,6,3.0
742,69.0,7,179.7397758624818,10,10,0.3075130634827746,80,7,4.0
857,77.0,7,26.8085154721908,8,1,0.19527762481001945,22,5,4.0
12,95.0,7,124.01538676214848,6,6,0.020484650836397396,69,1,2.0
68,75.0,8,266.19480204443744,17,10,0.5448890362446722,16,6,3.0
556,97.0,1,192.7321173085182,4,2,0.6307476556382273,54,1,3.0
963,125.0,8,223.35874452869936,1,4,0.0776043293887911,86,6,3.0
507,102.0,6,211.7892561266195,0,9,0.3669300305669675,81,1,3.0
814,83.0,5,120.33553810012174,8,8,0.0713413535448513,76,8,3.0
454,93.0,8,50.481320044627246,18,1,0.5557788128584799,59,8,4.0
441,82.0,5,119.93514732989487,3,6,0.9556241449787294,9,4,4.0
981,98.0,8,201.01379288441382,13,6,0.6958650022377881,43,1,5.0
970,92.0,8,236.96656926213907,19,9,0.5677864911919832,74,8,5.0
206,98.0,8,167.042287630586,11,7,0.33910767792281904,57,8,3.0
250,127.0,5,192.17468424292133,19,8,0.7999635481314467,66,8,3.0
198,99.0,5,118.35902621105981,20,5,0.6786530137443356,69,6,3.0
874,103.0,8,154.2035797260891,18,2,0.9108071238355466,83,1,5.0
608,80.0,4,169.57725480664777,16,3,0.7395281380019098,7,5,4.0
711,99.0,2,11.675559795563219,8,1,0.9352620838235407,86,5,4.0
593,75.0,4,73.48071536780004,8,4,0.40599141389470783,82,4,3.0
398,83.0,5,120.79455823427077,4,3,0.3874352176914859,77,3,3.0
291,84.0,6,54.36999392583642,17,2,0.2558365894435384,67,4,3.0
137,118.0,6,180.95432662958174,10,1,0.5878297719869771,58,4,3.0
403,135.0,8,147.6153015186425,13,7,0.7404183456097713,63,2,4.0
621,81.0,8,91.96806506808853,6,4,0.7382928743271475,69,3,4.0
206,66.0,7,73.25470794368279,15,4,0.6497164145960491,85,2,3.0
878,84.0,5,51.70141071376975,14,3,0.8136837926875586,84,5,5.0
659,86.0,6,132.8659683664364,15,8,0.10179051711097609,47,1,3.0
148,85.0,2,259.02973750144616,10,1,0.8881167108353775,40,7,3.0
158,105.0,2,173.98136032929085,2,3,0.5518271041138495,46,2,2.0
264,63.0,2,229.640098209236,8,10,0.33746406623450725,51,4,3.0
483,72.0,3,98.7030066180048,19,1,0.3667395529172894,75,2,3.0
102,119.0,5,112.92629500114867,15,2,0.5891194441765267,42,6,3.0
853,118.0,6,218.83839934443887,16,8,0.37388863117340526,77,7,4.0
295,77.0,5,181.32133143689734,16,3,0.35847841423901344,2,8,3.0
418,118.0,3,231.0916601536275,8,3,0.16152497848954456,24,8,3.0
664,87.0,7,71.78851281205301,19,8,0.2313241596193444,14,3,4.0
462,110.0,1,210.50708604555615,9,6,0.5607773637080548,9,3,3.0
725,109.0,5,66.97185791778368,4,10,0.7822525920632108,22,7,4.0
743,65.0,6,138.33163568676392,16,8,0.11059484544431826,97,5,3.0
581,106.0,1,65.04952911173969,15,5,0.15672638687158494,94,5,3.0
525,108.0,7,75.41793385163,9,2,0.6937908239551199,8,1,4.0
517,84.0,3,14.65501456462472,19,4,0.5296627866136498,3,7,4.0
204,106.0,2,194.9705876722248,8,6,0.9320594506036664,93,1,3.0
176,110.0,6,12.018884606590014,17,9,0.5574940820876623,93,5,3.0
320,129.0,5,151.93445821737308,16,2,0.9681742750353467,50,5,4.0
679,122.0,2,231.73313551082566,1,8,0.24927571954490907,28,7,3.0
638,87.0,1,52.31156843952967,3,5,0.4970748982270206,45,8,3.0
139,73.0,5,272.10795220828436,10,2,0.9241140505800972,17,4,3.0
838,98.0,6,127.75135337833392,8,7,0.08961946421614582,49,6,3.0
566,84.0,5,233.50314158404814,14,3,0.1036922858418791,4,3,3.0
947,87.0,1,153.23658808138651,18,9,0.5504589696536399,24,5,4.0
10,82.0,1,149.8402065551409,0,2,0.5409362359590659,24,2,2.0
277,96.0,5,54.08764661887757,18,7,0.5012688353195174,78,7,3.0
780,149.0,3,130.655586206552,19,9,0.5581154303748278,5,2,4.0
341,83.0,5,205.31828454645495,0,5,0.12572699413298977,100,4,3.0
170,100.0,1,93.70993622632092,15,9,0.6452993189384585,74,3,3.0
966,72.0,8,162.069064612626,14,8,0.5851748216203032,15,5,5.0
379,75.0,2,173.16276088127913,8,10,0.04528677390246946,84,6,2.0
265,71.0,6,110.24412179841902,1,6,0.9553305333187673,43,5,3.0
743,84.0,8,74.41143509669115,8,2,0.6378087403949243,90,6,4.0
297,125.0,2,211.25722466852386,9,1,0.6515171778866248,4,5,3.0
843,88.0,1,197.41294030435137,15,6,0.7286211187158673,95,3,4.0
166,107.0,2,242.13271284919455,17,1,0.9391551156225338,62,3,3.0
658,94.0,5,224.46506348611774,6,8,0.5665157716177623,56,2,4.0
666,86.0,2,252.49446659468762,20,6,0.48758939118302713,1,3,4.0
843,115.0,4,102.30165254963006,9,10,0.13869356439021724,68,8,3.0
754,85.0,1,27.63306241275684,1,8,0.08566987001100267,32,8,3.0
346,131.0,7,140.37281613822242,17,7,0.7669973819361711,2,1,4.0
85,116.0,3,285.8574701226841,8,10,0.22441875279495224,94,6,2.0
273,128.0,1,260.01431404691147,16,10,0.5093769509155748,38,8,3.0
64,77.0,2,274.23334945584713,5,1,0.9495325161530562,27,2,3.0
97,75.0,6,155.12054822356401,6,10,0.5623612499018651,87,2,3.0
548,68.0,1,73.3780468805805,4,4,0.3610086394061104,12,7,3.0
225,78.0,7,190.15573519562582,6,6,0.8303740127916679,39,6,3.0
768,104.0,5,288.98673836600784,18,7,0.21616603155417258,11,8,4.0
623,88.0,3,145.8672493322134,19,2,0.9218763246364127,76,4,4.0
679,85.0,5,29.831298359544093,11,10,0.279729752369426,98,4,4.0
150,122.0,3,275.31116360741015,1,9,0.6492465009051988,14,7,2.0
659,83.0,4,164.1822828755549,0,3,0.9388294320586514,38,1,4.0
123,138.0,5,243.7659734416988,13,7,0.32138165760213333,92,6,3.0
517,98.0,8,38.93640501596497,5,6,0.939152244369837,69,1,4.0
153,95.0,7,217.92590647807282,1,3,0.8690398333634249,26,1,3.0
468,98.0,8,39.32354959664864,18,10,0.012368192812299863,83,7,2.0
772,64.0,8,76.83175612188536,14,1,0.7999827267151155,72,5,5.0
739,74.0,4,154.52550854486392,3,1,0.8065191146908786,70,2,4.0
680,106.0,4,258.5802537653637,20,1,0.3443478756145919,68,6,4.0
29,124.0,8,290.5393639238403,15,2,0.3647090684508531,22,7,3.0
235,95.0,4,206.66681005744746,0,8,0.11086978290672514,13,6,2.0
171,127.0,3,242.9463837027975,9,3,0.6483970099103227,9,4,3.0
909,70.0,8,219.00247126793462,15,1,0.7230810702354107,29,6,5.0
410,85.0,8,206.89040816231994,0,8,0.9496127400181036,29,1,4.0
125,94.0,3,151.96487474720314,19,6,0.8056490897180982,91,6,3.0
384,72.0,4,58.108826097739694,0,1,0.6086111494911253,94,8,3.0
524,67.0,3,126.19354006081872,16,1,0.23999961465439187,41,8,3.0
226,117.0,3,110.67173958379789,3,5,0.07620209265971142,82,5,2.0
820,93.0,1,170.1096171923037,14,5,0.8110452060631201,44,4,4.0
531,89.0,3,42.53544476383318,7,5,0.22878214818053877,9,1,3.0
734,98.0,7,268.0360605442894,17,6,0.7004152075407282,24,1,5.0
322,140.0,8,11.726342257594123,19,10,0.801148117122849,97,7,4.0
356,102.0,8,14.354108019041483,11,5,0.08892519808724153,9,4,3.0
